Species,Subject,Date,Time,Phase,Block,Trial,ConfigID,Correct1,Correct2,Correct3,Response1,Response2,Response3,RT1,RT2,RT3,ACC1,ACC2,ACC3,Score,Score2,Condition
Human,EZ_36,2017-09-25,14:40:18,Exp,4,43,13,BottomLeft,TopLeft,BottomRight,BottomLeft,TopLeft,BottomRight,2321,525,790,1,1,1,1,0,BASE
Human,EZ_36,2017-09-25,14:40:32,Exp,4,44,11,TopRight,BottomRight,BottomLeft,TopRight,BottomRight,TopLeft,1333,393,411,1,1,0,0,0,BASE
Human,EZ_36,2017-09-25,14:40:38,Exp,4,45,14,BottomLeft,TopRight,TopLeft,TopLeft,NA,NA,659,NA,NA,2,NA,NA,1,2,PROBE
Human,EZ_36,2017-09-25,14:40:43,Exp,4,46,9,TopRight,BottomLeft,BottomRight,TopRight,BottomLeft,BottomRight,752,406,633,1,1,1,1,0,BASE
Human,EZ_36,2017-09-25,14:40:48,Exp,4,47,6,TopRight,TopLeft,BottomLeft,TopRight,TopLeft,BottomLeft,399,722,630,1,1,1,1,0,BASE
Human,EZ_36,2017-09-25,14:40:52,Exp,4,48,3,TopLeft,BottomLeft,BottomRight,TopLeft,BottomLeft,BottomRight,447,397,624,1,1,1,1,0,BASE
Human,EZ_39,2017-10-09,10:58:11,Exp,1,1,1,TopLeft,TopRight,BottomRight,TopLeft,TopRight,BottomRight,1793,967,1321,1,1,1,1,0,BASE
Human,EZ_39,2017-10-09,10:58:18,Exp,1,2,15,BottomLeft,TopRight,BottomRight,BottomLeft,TopRight,BottomRight,1741,945,1298,1,1,1,1,0,PROBE
Human,EZ_39,2017-10-09,10:58:26,Exp,1,3,5,TopLeft,BottomRight,BottomLeft,TopLeft,BottomRight,BottomLeft,1657,962,2069,1,1,1,1,0,BASE
Human,EZ_39,2017-10-09,10:58:33,Exp,1,4,13,BottomLeft,TopLeft,BottomRight,BottomLeft,TopLeft,BottomRight,1884,868,1180,1,1,1,1,0,PROBE
Human,EZ_39,2017-10-09,10:58:41,Exp,1,5,4,TopLeft,BottomRight,TopRight,TopLeft,BottomRight,TopRight,1808,847,1351,1,1,1,1,0,BASE
Human,EZ_39,2017-10-09,10:58:48,Exp,1,6,2,TopLeft,BottomLeft,TopRight,TopLeft,BottomLeft,TopRight,2319,999,1115,1,1,1,1,0,BASE
Human,EZ_39,2017-10-09,10:58:55,Exp,1,7,23,BottomRight,BottomLeft,TopRight,BottomRight,BottomLeft,TopRight,1049,1099,1059,1,1,1,1,0,BASE
Human,EZ_39,2017-10-09,10:59:02,Exp,1,8,22,BottomRight,BottomLeft,TopLeft,BottomRight,BottomLeft,TopLeft,1914,1028,1182,1,1,1,1,0,PROBE
Human,EZ_39,2017-10-09,10:59:09,Exp,1,9,20,BottomRight,TopRight,TopLeft,BottomRight,TopRight,TopLeft,1431,959,1386,1,1,1,1,0,PROBE
Human,EZ_39,2017-10-09,10:59:17,Exp,1,10,3,TopLeft,BottomLeft,BottomRight,TopLeft,BottomLeft,BottomRight,2023,970,1839,1,1,1,1,0,BASE
Human,EZ_39,2017-10-09,10:59:24,Exp,1,11,16,BottomLeft,BottomRight,TopLeft,BottomLeft,BottomRight,TopLeft,1567,1379,958,1,1,1,1,0,PROBE
Human,EZ_39,2017-10-09,10:59:31,Exp,1,12,19,BottomRight,TopLeft,BottomLeft,BottomRight,TopLeft,BottomLeft,1176,1031,1520,1,1,1,1,0,BASE
Human,EZ_39,2017-10-09,10:59:38,Exp,1,13,17,BottomLeft,BottomRight,TopRight,BottomLeft,BottomRight,TopRight,1194,1105,1109,1,1,1,1,0,BASE
Human,EZ_39,2017-10-09,10:59:45,Exp,1,14,11,TopRight,BottomRight,BottomLeft,TopRight,BottomRight,BottomLeft,1466,1045,1442,1,1,1,1,0,PROBE
Human,EZ_39,2017-10-09,10:59:53,Exp,1,15,14,BottomLeft,TopRight,TopLeft,BottomLeft,TopRight,TopLeft,1488,1141,1930,1,1,1,1,0,BASE
Human,EZ_39,2017-10-09,11:00:01,Exp,1,16,0,TopLeft,TopRight,BottomLeft,TopLeft,TopRight,BottomLeft,1495,1652,1355,1,1,1,1,0,BASE
Human,EZ_39,2017-10-09,11:00:08,Exp,1,17,7,TopRight,TopLeft,BottomRight,TopRight,TopLeft,BottomRight,1387,950,1253,1,1,1,1,0,PROBE
Human,EZ_39,2017-10-09,11:00:16,Exp,1,18,8,TopRight,BottomLeft,TopLeft,TopRight,BottomLeft,TopLeft,1510,1683,1074,1,1,1,1,0,PROBE
Human,EZ_39,2017-10-09,11:00:23,Exp,1,19,9,TopRight,BottomLeft,BottomRight,TopRight,BottomLeft,BottomRight,1555,892,1418,1,1,1,1,0,PROBE
Human,EZ_39,2017-10-09,11:00:30,Exp,1,20,10,TopRight,BottomRight,TopLeft,TopRight,BottomRight,TopLeft,1692,1011,947,1,1,1,1,0,PROBE
Human,EZ_39,2017-10-09,11:00:37,Exp,1,21,21,BottomRight,TopRight,BottomLeft,BottomRight,TopRight,BottomLeft,1311,947,1520,1,1,1,1,0,BASE
Human,EZ_39,2017-10-09,11:00:44,Exp,1,22,12,BottomLeft,TopLeft,TopRight,BottomLeft,TopLeft,TopRight,1671,954,1199,1,1,1,1,0,BASE
Human,EZ_39,2017-10-09,11:00:51,Exp,1,23,18,BottomRight,TopLeft,TopRight,BottomRight,TopLeft,TopRight,1375,964,1438,1,1,1,1,0,PROBE
Human,EZ_39,2017-10-09,11:00:58,Exp,1,24,6,TopRight,TopLeft,BottomLeft,TopRight,TopLeft,BottomLeft,1449,1141,1204,1,1,1,1,0,PROBE
Human,EZ_39,2017-10-09,11:01:06,Exp,1,25,11,TopRight,BottomRight,BottomLeft,TopRight,BottomRight,BottomLeft,1158,984,2172,1,1,1,1,0,BASE
Human,EZ_39,2017-10-09,11:01:13,Exp,1,26,21,BottomRight,TopRight,BottomLeft,BottomRight,TopRight,BottomLeft,2043,927,1351,1,1,1,1,0,PROBE
Human,EZ_39,2017-10-09,11:01:21,Exp,1,27,20,BottomRight,TopRight,TopLeft,BottomRight,TopRight,TopLeft,1522,881,1866,1,1,1,1,0,BASE
Human,EZ_39,2017-10-09,11:01:28,Exp,1,28,7,TopRight,TopLeft,BottomRight,TopRight,TopLeft,BottomRight,1374,1000,1224,1,1,1,1,0,PROBE
Human,EZ_39,2017-10-09,11:01:36,Exp,1,29,18,BottomRight,TopLeft,TopRight,BottomRight,TopLeft,TopRight,1539,917,1387,1,1,1,1,0,BASE
Human,EZ_39,2017-10-09,11:01:54,Exp,1,30,3,TopLeft,BottomLeft,BottomRight,TopLeft,BottomLeft,BottomRight,3929,4364,5882,1,1,1,1,0,BASE
Human,EZ_39,2017-10-09,11:02:06,Exp,1,31,5,TopLeft,BottomRight,BottomLeft,TopLeft,BottomRight,BottomLeft,2662,3265,2742,1,1,1,1,0,PROBE
Human,EZ_39,2017-10-09,11:02:19,Exp,1,32,22,BottomRight,BottomLeft,TopLeft,BottomRight,BottomLeft,TopLeft,4077,2229,3057,1,1,1,1,0,BASE
Human,EZ_39,2017-10-09,11:02:27,Exp,1,33,0,TopLeft,TopRight,BottomLeft,TopLeft,TopRight,BottomLeft,1533,1310,1340,1,1,1,1,0,BASE
Human,EZ_39,2017-10-09,11:02:37,Exp,1,34,4,TopLeft,BottomRight,TopRight,TopLeft,BottomRight,TopRight,2104,1499,3097,1,1,1,1,0,BASE
Human,EZ_39,2017-10-09,11:02:48,Exp,1,35,13,BottomLeft,TopLeft,BottomRight,BottomLeft,TopLeft,BottomRight,3398,2439,1723,1,1,1,1,0,BASE
Human,EZ_39,2017-10-09,11:02:58,Exp,1,36,2,TopLeft,BottomLeft,TopRight,TopLeft,BottomLeft,TopRight,3741,821,1750,1,1,1,1,0,PROBE
Human,EZ_39,2017-10-09,11:03:08,Exp,1,37,9,TopRight,BottomLeft,BottomRight,TopRight,BottomLeft,BottomRight,2926,1872,2143,1,1,1,1,0,PROBE
Human,EZ_39,2017-10-09,11:03:16,Exp,1,38,19,BottomRight,TopLeft,BottomLeft,BottomRight,TopLeft,BottomLeft,1412,970,1502,1,1,1,1,0,BASE
Human,EZ_39,2017-10-09,11:03:25,Exp,1,39,15,BottomLeft,TopRight,BottomRight,BottomLeft,TopRight,BottomRight,2255,1674,1594,1,1,1,1,0,PROBE
Human,EZ_39,2017-10-09,11:03:34,Exp,1,40,17,BottomLeft,BottomRight,TopRight,BottomLeft,BottomRight,TopRight,3257,1145,1164,1,1,1,1,0,PROBE
Human,EZ_39,2017-10-09,11:03:43,Exp,1,41,14,BottomLeft,TopRight,TopLeft,BottomLeft,TopRight,TopLeft,1736,1766,2326,1,1,1,1,0,BASE
Human,EZ_39,2017-10-09,11:03:54,Exp,1,42,1,TopLeft,TopRight,BottomRight,TopLeft,TopRight,BottomRight,2060,845,1792,1,1,1,1,0,BASE
Human,EZ_39,2017-10-09,11:04:03,Exp,1,43,10,TopRight,BottomRight,TopLeft,TopRight,BottomRight,TopLeft,2712,1162,1584,1,1,1,1,0,PROBE
Human,EZ_39,2017-10-09,11:04:11,Exp,1,44,8,TopRight,BottomLeft,TopLeft,TopRight,BottomLeft,TopLeft,1794,870,1942,1,1,1,1,0,PROBE
Human,EZ_39,2017-10-09,11:04:21,Exp,1,45,23,BottomRight,BottomLeft,TopRight,BottomRight,BottomLeft,TopRight,2970,1937,1337,1,1,1,1,0,BASE
Human,EZ_39,2017-10-09,11:04:29,Exp,1,46,12,BottomLeft,TopLeft,TopRight,BottomLeft,TopLeft,TopRight,1866,1227,1265,1,1,1,1,0,PROBE
Human,EZ_39,2017-10-09,11:04:40,Exp,1,47,16,BottomLeft,BottomRight,TopLeft,BottomLeft,BottomRight,TopLeft,2025,2727,3012,1,1,1,1,0,PROBE
Human,EZ_39,2017-10-09,11:04:48,Exp,1,48,6,TopRight,TopLeft,BottomLeft,TopRight,TopLeft,BottomLeft,2701,1001,772,1,1,1,1,0,PROBE
Human,EZ_39,2017-10-09,11:04:55,Exp,2,1,23,BottomRight,BottomLeft,TopRight,BottomRight,BottomLeft,TopRight,1826,777,1125,1,1,1,1,0,BASE
Human,EZ_39,2017-10-09,11:05:07,Exp,2,2,13,BottomLeft,TopLeft,BottomRight,BottomLeft,TopLeft,BottomRight,4871,1357,1503,1,1,1,1,0,PROBE
Human,EZ_39,2017-10-09,11:05:15,Exp,2,3,7,TopRight,TopLeft,BottomRight,TopRight,TopLeft,BottomRight,1943,1470,891,1,1,1,1,0,PROBE
Human,EZ_39,2017-10-09,11:05:25,Exp,2,4,11,TopRight,BottomRight,BottomLeft,TopRight,BottomRight,BottomLeft,3907,1349,1132,1,1,1,1,0,BASE
Human,EZ_39,2017-10-09,11:05:32,Exp,2,5,22,BottomRight,BottomLeft,TopLeft,BottomRight,BottomLeft,TopLeft,1534,744,1298,1,1,1,1,0,BASE
Human,EZ_39,2017-10-09,11:05:40,Exp,2,6,9,TopRight,BottomLeft,BottomRight,TopRight,BottomLeft,BottomRight,1871,1010,1115,1,1,1,1,0,PROBE
Human,EZ_39,2017-10-09,11:05:52,Exp,2,7,2,TopLeft,BottomLeft,TopRight,TopLeft,BottomLeft,TopRight,4202,2148,2389,1,1,1,1,0,BASE
Human,EZ_39,2017-10-09,11:05:59,Exp,2,8,17,BottomLeft,BottomRight,TopRight,BottomLeft,BottomRight,TopRight,1134,1123,1209,1,1,1,1,0,BASE
Human,EZ_39,2017-10-09,11:06:06,Exp,2,9,12,BottomLeft,TopLeft,TopRight,BottomLeft,TopLeft,TopRight,1737,651,1231,1,1,1,1,0,PROBE
Human,EZ_39,2017-10-09,11:06:14,Exp,2,10,3,TopLeft,BottomLeft,BottomRight,TopLeft,BottomLeft,BottomRight,2530,872,985,1,1,1,1,0,PROBE
Human,EZ_39,2017-10-09,11:06:27,Exp,2,11,6,TopRight,TopLeft,BottomLeft,TopRight,TopLeft,BottomLeft,5112,2587,1387,1,1,1,1,0,BASE
Human,EZ_39,2017-10-09,11:06:35,Exp,2,12,20,BottomRight,TopRight,TopLeft,BottomRight,TopRight,TopLeft,1727,1482,1314,1,1,1,1,0,PROBE
Human,EZ_39,2017-10-09,11:06:42,Exp,2,13,10,TopRight,BottomRight,TopLeft,TopRight,BottomRight,TopLeft,1638,985,840,1,1,1,1,0,PROBE
Human,EZ_39,2017-10-09,11:06:49,Exp,2,14,16,BottomLeft,BottomRight,TopLeft,BottomLeft,BottomRight,TopLeft,1526,856,1381,1,1,1,1,0,PROBE
Human,EZ_39,2017-10-09,11:06:59,Exp,2,15,0,TopLeft,TopRight,BottomLeft,TopLeft,TopRight,BottomLeft,3672,1628,960,1,1,1,1,0,PROBE
Human,EZ_39,2017-10-09,11:07:06,Exp,2,16,14,BottomLeft,TopRight,TopLeft,BottomLeft,TopRight,TopLeft,1397,1139,1196,1,1,1,1,0,BASE
Human,EZ_39,2017-10-09,11:07:14,Exp,2,17,15,BottomLeft,TopRight,BottomRight,BottomLeft,TopRight,BottomRight,2291,838,1095,1,1,1,1,0,PROBE
Human,EZ_39,2017-10-09,11:07:21,Exp,2,18,4,TopLeft,BottomRight,TopRight,TopLeft,BottomRight,TopRight,1258,953,1272,1,1,1,1,0,BASE
Human,EZ_39,2017-10-09,11:07:28,Exp,2,19,21,BottomRight,TopRight,BottomLeft,BottomRight,TopRight,BottomLeft,1780,855,1239,1,1,1,1,0,PROBE
Human,EZ_39,2017-10-09,11:07:37,Exp,2,20,1,TopLeft,TopRight,BottomRight,TopLeft,TopRight,BottomRight,2675,979,1268,1,1,1,1,0,BASE
Human,EZ_39,2017-10-09,11:07:46,Exp,2,21,19,BottomRight,TopLeft,BottomLeft,BottomRight,TopLeft,BottomLeft,3498,1120,1402,1,1,1,1,0,BASE
Human,EZ_39,2017-10-09,11:07:55,Exp,2,22,8,TopRight,BottomLeft,TopLeft,TopRight,BottomLeft,TopLeft,2621,1381,1164,1,1,1,1,0,PROBE
Human,EZ_39,2017-10-09,11:08:08,Exp,2,23,18,BottomRight,TopLeft,TopRight,BottomRight,TopLeft,TopRight,6214,1870,1496,1,1,1,1,0,BASE
Human,EZ_39,2017-10-09,11:08:19,Exp,2,24,5,TopLeft,BottomRight,BottomLeft,TopLeft,BottomRight,BottomLeft,4812,1819,1163,1,1,1,1,0,BASE
Human,EZ_39,2017-10-09,11:08:27,Exp,2,25,13,BottomLeft,TopLeft,BottomRight,BottomLeft,TopLeft,BottomRight,2354,983,1129,1,1,1,1,0,BASE
Human,EZ_39,2017-10-09,11:08:35,Exp,2,26,5,TopLeft,BottomRight,BottomLeft,TopLeft,BottomRight,BottomLeft,1847,991,1056,1,1,1,1,0,PROBE
Human,EZ_39,2017-10-09,11:08:44,Exp,2,27,21,BottomRight,TopRight,BottomLeft,BottomRight,TopRight,BottomLeft,1264,1942,1619,1,1,1,1,0,BASE
Human,EZ_39,2017-10-09,11:08:51,Exp,2,28,8,TopRight,BottomLeft,TopLeft,TopRight,BottomLeft,TopLeft,1772,768,1047,1,1,1,1,0,PROBE
Human,EZ_39,2017-10-09,11:09:00,Exp,2,29,9,TopRight,BottomLeft,BottomRight,TopRight,BottomLeft,BottomRight,1950,2179,1234,1,1,1,1,0,PROBE
Human,EZ_39,2017-10-09,11:09:08,Exp,2,30,6,TopRight,TopLeft,BottomLeft,TopRight,TopLeft,BottomLeft,1395,1192,1387,1,1,1,1,0,BASE
Human,EZ_39,2017-10-09,11:09:17,Exp,2,31,17,BottomLeft,BottomRight,TopRight,BottomLeft,BottomRight,TopRight,2521,1172,1550,1,1,1,1,0,BASE
Human,EZ_39,2017-10-09,11:09:28,Exp,2,32,19,BottomRight,TopLeft,BottomLeft,BottomRight,TopLeft,BottomLeft,1391,1130,1180,1,1,1,1,0,BASE
Human,EZ_39,2017-10-09,11:09:35,Exp,2,33,18,BottomRight,TopLeft,TopRight,BottomRight,TopLeft,TopRight,814,1248,1626,1,1,1,1,0,PROBE
Human,EZ_39,2017-10-09,11:09:46,Exp,2,34,1,TopLeft,TopRight,BottomRight,TopLeft,TopRight,BottomRight,2877,863,1389,1,1,1,1,0,BASE
Human,EZ_39,2017-10-09,11:09:55,Exp,2,35,14,BottomLeft,TopRight,TopLeft,BottomLeft,TopRight,TopLeft,2527,1396,1400,1,1,1,1,0,BASE
Human,EZ_39,2017-10-09,11:10:08,Exp,2,36,20,BottomRight,TopRight,TopLeft,BottomRight,TopRight,TopLeft,5866,1419,2138,1,1,1,1,0,PROBE
Human,EZ_39,2017-10-09,11:10:15,Exp,2,37,15,BottomLeft,TopRight,BottomRight,BottomLeft,TopRight,BottomRight,1380,881,1161,1,1,1,1,0,BASE
Human,EZ_39,2017-10-09,11:10:23,Exp,2,38,12,BottomLeft,TopLeft,TopRight,BottomLeft,TopLeft,TopRight,1433,1488,1225,1,1,1,1,0,PROBE
Human,EZ_39,2017-10-09,11:10:30,Exp,2,39,3,TopLeft,BottomLeft,BottomRight,TopLeft,BottomLeft,BottomRight,1479,857,1305,1,1,1,1,0,BASE
Human,EZ_39,2017-10-09,11:10:49,Exp,2,40,0,TopLeft,TopRight,BottomLeft,TopLeft,TopRight,BottomLeft,4899,1585,8673,1,1,1,1,0,BASE
Human,EZ_39,2017-10-09,11:10:59,Exp,2,41,10,TopRight,BottomRight,TopLeft,TopRight,BottomRight,TopLeft,2937,2421,751,1,1,1,1,0,PROBE
Human,EZ_39,2017-10-09,11:11:06,Exp,2,42,2,TopLeft,BottomLeft,TopRight,TopLeft,BottomLeft,TopRight,1607,1149,1150,1,1,1,1,0,PROBE
Human,EZ_39,2017-10-09,11:11:12,Exp,2,43,16,BottomLeft,BottomRight,TopLeft,BottomLeft,BottomRight,TopLeft,1315,662,776,1,1,1,1,0,PROBE
Human,EZ_39,2017-10-09,11:11:19,Exp,2,44,23,BottomRight,BottomLeft,TopRight,BottomRight,BottomLeft,TopRight,1219,600,1270,1,1,1,1,0,PROBE
Human,EZ_39,2017-10-09,11:11:27,Exp,2,45,11,TopRight,BottomRight,BottomLeft,TopRight,BottomRight,BottomLeft,1189,897,1384,1,1,1,1,0,BASE
Human,EZ_39,2017-10-09,11:11:34,Exp,2,46,4,TopLeft,BottomRight,TopRight,TopLeft,BottomRight,TopRight,1132,1089,1212,1,1,1,1,0,BASE
Human,EZ_39,2017-10-09,11:11:43,Exp,2,47,7,TopRight,TopLeft,BottomRight,TopRight,TopLeft,BottomRight,2704,852,897,1,1,1,1,0,PROBE
Human,EZ_39,2017-10-09,11:11:52,Exp,2,48,22,BottomRight,BottomLeft,TopLeft,BottomRight,BottomLeft,TopLeft,2903,909,1194,1,1,1,1,0,PROBE
Human,EZ_39,2017-10-09,11:11:59,Exp,3,1,10,TopRight,BottomRight,TopLeft,TopRight,BottomRight,TopLeft,1598,981,959,1,1,1,1,0,PROBE
Human,EZ_39,2017-10-09,11:12:07,Exp,3,2,2,TopLeft,BottomLeft,TopRight,TopLeft,BottomLeft,TopRight,1549,996,1380,1,1,1,1,0,BASE
Human,EZ_39,2017-10-09,11:12:18,Exp,3,3,22,BottomRight,BottomLeft,TopLeft,BottomRight,BottomLeft,TopLeft,2034,1179,1242,1,1,1,1,0,PROBE
Human,EZ_39,2017-10-09,11:12:25,Exp,3,4,3,TopLeft,BottomLeft,BottomRight,TopLeft,BottomLeft,BottomRight,1503,734,887,1,1,1,1,0,PROBE
Human,EZ_39,2017-10-09,11:12:33,Exp,3,5,9,TopRight,BottomLeft,BottomRight,TopRight,BottomLeft,BottomRight,1442,1062,1210,1,1,1,1,0,BASE
Human,EZ_39,2017-10-09,11:12:47,Exp,3,6,1,TopLeft,TopRight,BottomRight,TopLeft,TopRight,BottomRight,6308,1873,1733,1,1,1,1,0,BASE
Human,EZ_39,2017-10-09,11:12:54,Exp,3,7,18,BottomRight,TopLeft,TopRight,BottomRight,TopLeft,TopRight,1951,733,924,1,1,1,1,0,PROBE
Human,EZ_39,2017-10-09,11:13:02,Exp,3,8,5,TopLeft,BottomRight,BottomLeft,TopLeft,BottomRight,BottomLeft,1688,897,1117,1,1,1,1,0,BASE
Human,EZ_39,2017-10-09,11:13:09,Exp,3,9,8,TopRight,BottomLeft,TopLeft,TopRight,BottomLeft,TopLeft,1269,860,1042,1,1,1,1,0,BASE
Human,EZ_39,2017-10-09,11:13:16,Exp,3,10,4,TopLeft,BottomRight,TopRight,TopLeft,BottomRight,TopRight,1208,830,1184,1,1,1,1,0,BASE
Human,EZ_39,2017-10-09,11:13:23,Exp,3,11,19,BottomRight,TopLeft,BottomLeft,BottomRight,TopLeft,BottomLeft,1250,920,1001,1,1,1,1,0,PROBE
Human,EZ_39,2017-10-09,11:13:30,Exp,3,12,11,TopRight,BottomRight,BottomLeft,TopRight,BottomRight,BottomLeft,1701,905,1065,1,1,1,1,0,PROBE
Human,EZ_39,2017-10-09,11:13:37,Exp,3,13,21,BottomRight,TopRight,BottomLeft,BottomRight,TopRight,BottomLeft,1203,1247,1252,1,1,1,1,0,PROBE
Human,EZ_39,2017-10-09,11:13:46,Exp,3,14,20,BottomRight,TopRight,TopLeft,BottomRight,TopRight,TopLeft,1210,1072,1185,1,1,1,1,0,BASE
Human,EZ_39,2017-10-09,11:13:54,Exp,3,15,12,BottomLeft,TopLeft,TopRight,BottomLeft,TopLeft,TopRight,1222,1543,1135,1,1,1,1,0,PROBE
Human,EZ_39,2017-10-09,11:14:00,Exp,3,16,17,BottomLeft,BottomRight,TopRight,BottomLeft,BottomRight,TopRight,1222,845,1023,1,1,1,1,0,BASE
Human,EZ_39,2017-10-09,11:14:07,Exp,3,17,0,TopLeft,TopRight,BottomLeft,TopLeft,TopRight,BottomLeft,1678,963,1078,1,1,1,1,0,PROBE
Human,EZ_39,2017-10-09,11:14:15,Exp,3,18,6,TopRight,TopLeft,BottomLeft,TopRight,TopLeft,BottomLeft,2226,789,923,1,1,1,1,0,PROBE
Human,EZ_39,2017-10-09,11:14:28,Exp,3,19,14,BottomLeft,TopRight,TopLeft,BottomLeft,TopRight,TopLeft,5854,2819,994,1,1,1,1,0,PROBE
Human,EZ_39,2017-10-09,11:14:35,Exp,3,20,13,BottomLeft,TopLeft,BottomRight,BottomLeft,TopLeft,BottomRight,1440,995,989,1,1,1,1,0,PROBE
Human,EZ_39,2017-10-09,11:14:43,Exp,3,21,15,BottomLeft,TopRight,BottomRight,BottomLeft,TopRight,BottomRight,2234,667,1108,1,1,1,1,0,BASE
Human,EZ_39,2017-10-09,11:14:50,Exp,3,22,23,BottomRight,BottomLeft,TopRight,BottomRight,BottomLeft,TopRight,1106,834,1141,1,1,1,1,0,BASE
Human,EZ_39,2017-10-09,11:15:05,Exp,3,23,7,TopRight,TopLeft,BottomRight,TopRight,TopLeft,BottomRight,6845,2444,1597,1,1,1,1,0,BASE
Human,EZ_39,2017-10-09,11:15:12,Exp,3,24,16,BottomLeft,BottomRight,TopLeft,BottomLeft,BottomRight,TopLeft,1480,933,1140,1,1,1,1,0,BASE
Human,EZ_39,2017-10-09,11:15:19,Exp,3,25,17,BottomLeft,BottomRight,TopRight,BottomLeft,BottomRight,TopRight,1323,881,1100,1,1,1,1,0,BASE
Human,EZ_39,2017-10-09,11:15:28,Exp,3,26,3,TopLeft,BottomLeft,BottomRight,TopLeft,BottomLeft,BottomRight,1866,622,2336,1,1,1,1,0,PROBE
Human,EZ_39,2017-10-09,11:15:34,Exp,3,27,8,TopRight,BottomLeft,TopLeft,TopRight,BottomLeft,TopLeft,1235,599,1247,1,1,1,1,0,PROBE
Human,EZ_39,2017-10-09,11:15:40,Exp,3,28,4,TopLeft,BottomRight,TopRight,TopLeft,BottomRight,TopRight,1004,610,1107,1,1,1,1,0,BASE
Human,EZ_39,2017-10-09,11:15:48,Exp,3,29,20,BottomRight,TopRight,TopLeft,BottomRight,TopRight,TopLeft,2270,679,1131,1,1,1,1,0,BASE
Human,EZ_39,2017-10-09,11:15:56,Exp,3,30,6,TopRight,TopLeft,BottomLeft,TopRight,TopLeft,BottomLeft,1090,948,1698,1,1,1,1,0,BASE
Human,EZ_39,2017-10-09,11:16:07,Exp,3,31,12,BottomLeft,TopLeft,TopRight,BottomLeft,TopLeft,TopRight,4290,1166,1218,1,1,1,1,0,BASE
Human,EZ_39,2017-10-09,11:16:13,Exp,3,32,11,TopRight,BottomRight,BottomLeft,TopRight,BottomRight,BottomLeft,1063,708,864,1,1,1,1,0,PROBE
Human,EZ_39,2017-10-09,11:16:21,Exp,3,33,13,BottomLeft,TopLeft,BottomRight,BottomLeft,TopLeft,BottomRight,1701,983,1286,1,1,1,1,0,BASE
Human,EZ_39,2017-10-09,11:16:28,Exp,3,34,10,TopRight,BottomRight,TopLeft,TopRight,BottomRight,TopLeft,1553,551,990,1,1,1,1,0,PROBE
Human,EZ_39,2017-10-09,11:16:35,Exp,3,35,19,BottomRight,TopLeft,BottomLeft,BottomRight,TopLeft,BottomLeft,682,1032,1356,1,1,1,1,0,BASE
Human,EZ_39,2017-10-09,11:16:46,Exp,3,36,2,TopLeft,BottomLeft,TopRight,TopLeft,BottomLeft,TopRight,5306,772,758,1,1,1,1,0,PROBE
Human,EZ_39,2017-10-09,11:16:52,Exp,3,37,1,TopLeft,TopRight,BottomRight,TopLeft,TopRight,BottomRight,1431,637,930,1,1,1,1,0,BASE
Human,EZ_39,2017-10-09,11:17:01,Exp,3,38,9,TopRight,BottomLeft,BottomRight,TopRight,BottomLeft,BottomRight,1771,999,1146,1,1,1,1,0,BASE
Human,EZ_39,2017-10-09,11:17:11,Exp,3,39,0,TopLeft,TopRight,BottomLeft,TopLeft,TopRight,BottomLeft,4619,737,1279,1,1,1,1,0,PROBE
Human,EZ_39,2017-10-09,11:17:23,Exp,3,40,23,BottomRight,BottomLeft,TopRight,BottomRight,BottomLeft,TopRight,981,760,4488,1,1,1,1,0,BASE
Human,EZ_39,2017-10-09,11:17:35,Exp,3,41,21,BottomRight,TopRight,BottomLeft,BottomRight,TopRight,BottomLeft,1389,1142,3038,1,1,1,1,0,PROBE
Human,EZ_39,2017-10-09,11:17:41,Exp,3,42,18,BottomRight,TopLeft,TopRight,BottomRight,TopLeft,TopRight,1046,756,1437,1,1,1,1,0,PROBE
Human,EZ_39,2017-10-09,11:17:56,Exp,3,43,7,TopRight,TopLeft,BottomRight,TopRight,TopLeft,BottomRight,2532,5190,2301,1,1,1,1,0,PROBE
Human,EZ_39,2017-10-09,11:18:07,Exp,3,44,22,BottomRight,BottomLeft,TopLeft,BottomRight,BottomLeft,TopLeft,5199,700,1044,1,1,1,1,0,PROBE
Human,EZ_39,2017-10-09,11:18:17,Exp,3,45,14,BottomLeft,TopRight,TopLeft,BottomLeft,TopRight,TopLeft,1520,1136,2120,1,1,1,1,0,BASE
Human,EZ_39,2017-10-09,11:18:25,Exp,3,46,16,BottomLeft,BottomRight,TopLeft,BottomLeft,BottomRight,TopLeft,1343,686,1088,1,1,1,1,0,PROBE
Human,EZ_39,2017-10-09,11:18:40,Exp,3,47,15,BottomLeft,TopRight,BottomRight,BottomLeft,TopRight,BottomRight,1508,903,7960,1,1,1,1,0,PROBE
Human,EZ_39,2017-10-09,11:18:53,Exp,3,48,5,TopLeft,BottomRight,BottomLeft,TopLeft,BottomRight,BottomLeft,5188,1821,1709,1,1,1,1,0,BASE
Human,EZ_39,2017-10-09,11:19:06,Exp,4,1,3,TopLeft,BottomLeft,BottomRight,TopLeft,BottomLeft,BottomRight,4953,2987,1026,1,1,1,1,0,PROBE
Human,EZ_39,2017-10-09,11:19:12,Exp,4,2,18,BottomRight,TopLeft,TopRight,BottomRight,TopLeft,TopRight,778,703,961,1,1,1,1,0,PROBE
Human,EZ_39,2017-10-09,11:19:19,Exp,4,3,23,BottomRight,BottomLeft,TopRight,BottomRight,BottomLeft,TopRight,829,500,1205,1,1,1,1,0,BASE
