Species,Subject,Date,Time,Phase,Block,Trial,ConfigID,Correct1,Correct2,Correct3,Response1,Response2,Response3,RT1,RT2,RT3,ACC1,ACC2,ACC3,Score,Score2,Condition
Human,EZ_39,2017-10-09,11:19:28,Exp,4,4,8,TopRight,BottomLeft,TopLeft,TopRight,BottomLeft,TopLeft,2038,968,2866,1,1,1,1,0,BASE
Human,EZ_39,2017-10-09,11:19:39,Exp,4,5,6,TopRight,TopLeft,BottomLeft,TopRight,TopLeft,BottomLeft,1405,871,945,1,1,1,1,0,PROBE
Human,EZ_39,2017-10-09,11:19:56,Exp,4,6,9,TopRight,BottomLeft,BottomRight,TopRight,BottomLeft,BottomRight,1559,4523,1687,1,1,1,1,0,BASE
Human,EZ_39,2017-10-09,11:20:13,Exp,4,7,14,BottomLeft,TopRight,TopLeft,BottomLeft,TopRight,TopLeft,9848,869,1512,1,1,1,1,0,PROBE
Human,EZ_39,2017-10-09,11:20:29,Exp,4,8,0,TopLeft,TopRight,BottomLeft,TopLeft,TopRight,BottomLeft,6955,1022,1296,1,1,1,1,0,BASE
Human,EZ_39,2017-10-09,11:20:37,Exp,4,9,10,TopRight,BottomRight,TopLeft,TopRight,BottomRight,TopLeft,2375,1024,959,1,1,1,1,0,PROBE
Human,EZ_39,2017-10-09,11:20:43,Exp,4,10,12,BottomLeft,TopLeft,TopRight,BottomLeft,TopLeft,TopRight,894,979,1282,1,1,1,1,0,PROBE
Human,EZ_39,2017-10-09,11:21:03,Exp,4,11,16,BottomLeft,BottomRight,TopLeft,BottomLeft,BottomRight,TopLeft,8302,4455,1340,1,1,1,1,0,PROBE
Human,EZ_39,2017-10-09,11:21:10,Exp,4,12,17,BottomLeft,BottomRight,TopRight,BottomLeft,BottomRight,TopRight,965,868,1346,1,1,1,1,0,BASE
Human,EZ_39,2017-10-09,11:21:38,Exp,4,13,13,BottomLeft,TopLeft,BottomRight,BottomLeft,TopLeft,BottomRight,6221,983,9921,1,1,1,1,0,BASE
Human,EZ_39,2017-10-09,11:21:51,Exp,4,14,21,BottomRight,TopRight,BottomLeft,BottomRight,TopRight,BottomLeft,795,866,7937,1,1,1,1,0,BASE
Human,EZ_39,2017-10-09,11:22:12,Exp,4,15,1,TopLeft,TopRight,BottomRight,TopLeft,TopRight,TopRight,10264,1694,1124,1,1,0,0,0,PROBE
Human,EZ_39,2017-10-09,11:22:21,Exp,4,16,20,BottomRight,TopRight,TopLeft,BottomRight,TopRight,TopLeft,1358,1075,1252,1,1,1,1,0,BASE
Human,EZ_39,2017-10-09,11:22:30,Exp,4,17,7,TopRight,TopLeft,BottomRight,TopRight,TopLeft,BottomRight,1865,1569,1304,1,1,1,1,0,PROBE
Human,EZ_39,2017-10-09,11:22:39,Exp,4,18,15,BottomLeft,TopRight,BottomRight,BottomLeft,TopRight,BottomRight,2797,727,982,1,1,1,1,0,BASE
Human,EZ_39,2017-10-09,11:22:46,Exp,4,19,22,BottomRight,BottomLeft,TopLeft,BottomRight,BottomLeft,TopLeft,1157,715,955,1,1,1,1,0,PROBE
Human,EZ_39,2017-10-09,11:22:52,Exp,4,20,19,BottomRight,TopLeft,BottomLeft,BottomRight,TopLeft,BottomLeft,927,566,639,1,1,1,1,0,PROBE
Human,EZ_39,2017-10-09,11:22:57,Exp,4,21,5,TopLeft,BottomRight,BottomLeft,TopLeft,BottomRight,BottomLeft,914,404,788,1,1,1,1,0,BASE
Human,EZ_39,2017-10-09,11:23:02,Exp,4,22,11,TopRight,BottomRight,BottomLeft,TopRight,BottomRight,BottomLeft,1184,396,636,1,1,1,1,0,PROBE
Human,EZ_39,2017-10-09,11:23:19,Exp,4,23,2,TopLeft,BottomLeft,TopRight,TopLeft,BottomLeft,TopRight,1466,626,1368,1,1,1,1,0,BASE
Human,EZ_39,2017-10-09,11:23:26,Exp,4,24,4,TopLeft,BottomRight,TopRight,TopLeft,BottomRight,TopRight,1327,540,1151,1,1,1,1,0,BASE
Human,EZ_39,2017-10-09,11:23:32,Exp,4,25,8,TopRight,BottomLeft,TopLeft,TopRight,BottomLeft,TopLeft,1265,738,718,1,1,1,1,0,PROBE
Human,EZ_39,2017-10-09,11:23:38,Exp,4,26,17,BottomLeft,BottomRight,TopRight,BottomLeft,BottomRight,TopRight,1042,600,617,1,1,1,1,0,PROBE
Human,EZ_39,2017-10-09,11:23:44,Exp,4,27,13,BottomLeft,TopLeft,BottomRight,BottomLeft,TopLeft,BottomRight,800,863,947,1,1,1,1,0,BASE
Human,EZ_39,2017-10-09,11:23:50,Exp,4,28,6,TopRight,TopLeft,BottomLeft,TopRight,TopLeft,BottomLeft,988,594,691,1,1,1,1,0,BASE
Human,EZ_39,2017-10-09,11:23:55,Exp,4,29,19,BottomRight,TopLeft,BottomLeft,BottomRight,TopLeft,BottomLeft,658,963,1032,1,1,1,1,0,BASE
Human,EZ_39,2017-10-09,11:24:07,Exp,4,30,12,BottomLeft,TopLeft,TopRight,BottomLeft,TopLeft,TopRight,5234,939,859,1,1,1,1,0,PROBE
Human,EZ_39,2017-10-09,11:24:15,Exp,4,31,10,TopRight,BottomRight,TopLeft,TopRight,BottomRight,TopLeft,994,1744,770,1,1,1,1,0,PROBE
Human,EZ_39,2017-10-09,11:24:21,Exp,4,32,5,TopLeft,BottomRight,BottomLeft,TopLeft,BottomRight,BottomLeft,1352,605,1272,1,1,1,1,0,PROBE
Human,EZ_39,2017-10-09,11:24:27,Exp,4,33,21,BottomRight,TopRight,BottomLeft,BottomRight,TopRight,BottomLeft,1812,412,660,1,1,1,1,0,PROBE
Human,EZ_39,2017-10-09,11:24:34,Exp,4,34,4,TopLeft,BottomRight,TopRight,TopLeft,BottomRight,TopRight,1096,405,852,1,1,1,1,0,BASE
Human,EZ_39,2017-10-09,11:24:39,Exp,4,35,9,TopRight,BottomLeft,BottomRight,TopRight,BottomLeft,BottomRight,983,401,787,1,1,1,1,0,BASE
Human,EZ_39,2017-10-09,11:24:46,Exp,4,36,3,TopLeft,BottomLeft,BottomRight,TopLeft,BottomLeft,BottomRight,1378,962,823,1,1,1,1,0,PROBE
Human,EZ_39,2017-10-09,11:24:53,Exp,4,37,23,BottomRight,BottomLeft,TopRight,BottomRight,BottomLeft,TopRight,893,2504,529,1,1,1,1,0,PROBE
Human,EZ_39,2017-10-09,11:24:59,Exp,4,38,22,BottomRight,BottomLeft,TopLeft,BottomRight,BottomLeft,TopLeft,743,432,1015,1,1,1,1,0,BASE
Human,EZ_39,2017-10-09,11:25:05,Exp,4,39,1,TopLeft,TopRight,BottomRight,TopLeft,TopRight,BottomRight,1377,406,810,1,1,1,1,0,BASE
Human,EZ_39,2017-10-09,11:25:11,Exp,4,40,14,BottomLeft,TopRight,TopLeft,BottomLeft,TopRight,TopLeft,1576,556,634,1,1,1,1,0,PROBE
Human,EZ_39,2017-10-09,11:25:17,Exp,4,41,18,BottomRight,TopLeft,TopRight,BottomRight,TopLeft,TopRight,1030,487,718,1,1,1,1,0,PROBE
Human,EZ_39,2017-10-09,11:25:23,Exp,4,42,15,BottomLeft,TopRight,BottomRight,BottomLeft,TopRight,BottomRight,797,423,755,1,1,1,1,0,BASE
Human,EZ_39,2017-10-09,11:25:30,Exp,4,43,11,TopRight,BottomRight,BottomLeft,TopRight,BottomRight,BottomLeft,1020,775,916,1,1,1,1,0,BASE
Human,EZ_39,2017-10-09,11:25:37,Exp,4,44,7,TopRight,TopLeft,BottomRight,TopRight,TopLeft,BottomRight,1620,1067,1017,1,1,1,1,0,BASE
Human,EZ_39,2017-10-09,11:25:43,Exp,4,45,2,TopLeft,BottomLeft,TopRight,TopLeft,BottomLeft,TopRight,1046,417,637,1,1,1,1,0,PROBE
Human,EZ_39,2017-10-09,11:25:49,Exp,4,46,20,BottomRight,TopRight,TopLeft,BottomRight,TopRight,TopLeft,823,668,824,1,1,1,1,0,PROBE
Human,EZ_39,2017-10-09,11:25:55,Exp,4,47,16,BottomLeft,BottomRight,TopLeft,BottomLeft,BottomRight,TopLeft,775,402,943,1,1,1,1,0,BASE
Human,EZ_39,2017-10-09,11:26:01,Exp,4,48,0,TopLeft,TopRight,BottomLeft,TopLeft,TopRight,BottomLeft,1022,1118,791,1,1,1,1,0,BASE
Human,EZ_40,2017-10-17,17:10:55,Exp,1,1,6,TopRight,TopLeft,BottomLeft,TopRight,TopLeft,BottomLeft,958,1589,1114,1,1,1,1,0,BASE
Human,EZ_40,2017-10-17,17:11:01,Exp,1,2,17,BottomLeft,BottomRight,TopRight,BottomLeft,BottomRight,TopRight,1122,953,638,1,1,1,1,0,PROBE
Human,EZ_40,2017-10-17,17:11:08,Exp,1,3,3,TopLeft,BottomLeft,BottomRight,TopLeft,BottomLeft,BottomRight,990,1717,993,1,1,1,1,0,BASE
Human,EZ_40,2017-10-17,17:11:14,Exp,1,4,15,BottomLeft,TopRight,BottomRight,BottomLeft,TopRight,BottomRight,1171,844,1019,1,1,1,1,0,PROBE
Human,EZ_40,2017-10-17,17:11:20,Exp,1,5,13,BottomLeft,TopLeft,BottomRight,BottomLeft,TopLeft,BottomRight,1357,812,798,1,1,1,1,0,PROBE
Human,EZ_40,2017-10-17,17:11:26,Exp,1,6,7,TopRight,TopLeft,BottomRight,TopRight,TopLeft,BottomRight,936,996,1085,1,1,1,1,0,PROBE
Human,EZ_40,2017-10-17,17:11:33,Exp,1,7,19,BottomRight,TopLeft,BottomLeft,BottomRight,TopLeft,BottomLeft,1440,897,1089,1,1,1,1,0,PROBE
Human,EZ_40,2017-10-17,17:11:40,Exp,1,8,2,TopLeft,BottomLeft,TopRight,TopLeft,BottomLeft,TopRight,1477,1057,763,1,1,1,1,0,BASE
Human,EZ_40,2017-10-17,17:11:44,Exp,1,9,8,TopRight,BottomLeft,TopLeft,TopRight,TopLeft,NA,942,641,NA,1,2,NA,1,1,PROBE
Human,EZ_40,2017-10-17,17:11:50,Exp,1,10,1,TopLeft,TopRight,BottomRight,TopLeft,TopRight,BottomRight,1195,967,1012,1,1,1,1,0,PROBE
Human,EZ_40,2017-10-17,17:11:56,Exp,1,11,21,BottomRight,TopRight,BottomLeft,BottomRight,TopRight,BottomLeft,1020,661,1083,1,1,1,1,0,PROBE
Human,EZ_40,2017-10-17,17:12:02,Exp,1,12,5,TopLeft,BottomRight,BottomLeft,TopLeft,BottomRight,BottomLeft,1162,705,997,1,1,1,1,0,BASE
Human,EZ_40,2017-10-17,17:12:09,Exp,1,13,18,BottomRight,TopLeft,TopRight,BottomRight,TopLeft,TopRight,1104,878,1589,1,1,1,1,0,BASE
Human,EZ_40,2017-10-17,17:12:16,Exp,1,14,0,TopLeft,TopRight,BottomLeft,TopLeft,TopRight,BottomLeft,1056,1273,1250,1,1,1,1,0,BASE
Human,EZ_40,2017-10-17,17:12:22,Exp,1,15,10,TopRight,BottomRight,TopLeft,TopRight,BottomRight,TopLeft,1184,759,796,1,1,1,1,0,PROBE
Human,EZ_40,2017-10-17,17:12:27,Exp,1,16,16,BottomLeft,BottomRight,TopLeft,BottomLeft,BottomRight,TopLeft,1029,803,635,1,1,1,1,0,BASE
Human,EZ_40,2017-10-17,17:12:34,Exp,1,17,22,BottomRight,BottomLeft,TopLeft,BottomRight,BottomLeft,TopLeft,916,1538,886,1,1,1,1,0,PROBE
Human,EZ_40,2017-10-17,17:12:40,Exp,1,18,23,BottomRight,BottomLeft,TopRight,BottomRight,BottomLeft,TopRight,1026,810,830,1,1,1,1,0,BASE
Human,EZ_40,2017-10-17,17:12:46,Exp,1,19,11,TopRight,BottomRight,BottomLeft,TopRight,BottomRight,BottomLeft,841,815,1734,1,1,1,1,0,BASE
Human,EZ_40,2017-10-17,17:12:53,Exp,1,20,9,TopRight,BottomLeft,BottomRight,TopRight,BottomLeft,BottomRight,966,1798,1189,1,1,1,1,0,PROBE
Human,EZ_40,2017-10-17,17:13:00,Exp,1,21,20,BottomRight,TopRight,TopLeft,BottomRight,TopRight,TopLeft,1722,1026,792,1,1,1,1,0,BASE
Human,EZ_40,2017-10-17,17:13:07,Exp,1,22,12,BottomLeft,TopLeft,TopRight,BottomLeft,TopLeft,TopRight,2205,811,928,1,1,1,1,0,BASE
Human,EZ_40,2017-10-17,17:13:14,Exp,1,23,4,TopLeft,BottomRight,TopRight,TopLeft,BottomRight,TopRight,1581,790,1097,1,1,1,1,0,PROBE
Human,EZ_40,2017-10-17,17:13:20,Exp,1,24,14,BottomLeft,TopRight,TopLeft,BottomLeft,TopRight,TopLeft,1215,1128,620,1,1,1,1,0,BASE
Human,EZ_40,2017-10-17,17:13:26,Exp,1,25,3,TopLeft,BottomLeft,BottomRight,TopLeft,BottomLeft,BottomRight,942,1215,859,1,1,1,1,0,PROBE
Human,EZ_40,2017-10-17,17:13:32,Exp,1,26,21,BottomRight,TopRight,BottomLeft,BottomRight,TopRight,BottomLeft,1356,727,1085,1,1,1,1,0,BASE
Human,EZ_40,2017-10-17,17:13:38,Exp,1,27,16,BottomLeft,BottomRight,TopLeft,BottomLeft,BottomRight,TopLeft,1104,913,778,1,1,1,1,0,PROBE
Human,EZ_40,2017-10-17,17:13:44,Exp,1,28,1,TopLeft,TopRight,BottomRight,TopLeft,TopRight,BottomRight,1149,885,966,1,1,1,1,0,PROBE
Human,EZ_40,2017-10-17,17:13:50,Exp,1,29,20,BottomRight,TopRight,TopLeft,BottomRight,TopRight,TopLeft,1022,922,754,1,1,1,1,0,BASE
Human,EZ_40,2017-10-17,17:13:56,Exp,1,30,23,BottomRight,BottomLeft,TopRight,BottomRight,BottomLeft,TopRight,958,799,647,1,1,1,1,0,BASE
Human,EZ_40,2017-10-17,17:14:01,Exp,1,31,14,BottomLeft,TopRight,TopLeft,BottomLeft,TopRight,TopLeft,975,735,796,1,1,1,1,0,BASE
Human,EZ_40,2017-10-17,17:14:08,Exp,1,32,9,TopRight,BottomLeft,BottomRight,TopRight,BottomLeft,BottomRight,1574,942,1257,1,1,1,1,0,BASE
Human,EZ_40,2017-10-17,17:14:17,Exp,1,33,19,BottomRight,TopLeft,BottomLeft,BottomRight,TopLeft,BottomLeft,1325,860,2619,1,1,1,1,0,PROBE
Human,EZ_40,2017-10-17,17:14:24,Exp,1,34,15,BottomLeft,TopRight,BottomRight,BottomLeft,TopRight,BottomRight,1935,933,1029,1,1,1,1,0,BASE
Human,EZ_40,2017-10-17,17:14:39,Exp,1,35,13,BottomLeft,TopLeft,BottomRight,BottomLeft,TopLeft,BottomRight,992,851,9168,1,1,1,1,0,BASE
Human,EZ_40,2017-10-17,17:14:46,Exp,1,36,6,TopRight,TopLeft,BottomLeft,TopRight,TopLeft,BottomLeft,1898,671,1183,1,1,1,1,0,PROBE
Human,EZ_40,2017-10-17,17:14:54,Exp,1,37,22,BottomRight,BottomLeft,TopLeft,BottomRight,BottomLeft,TopLeft,2287,943,722,1,1,1,1,0,BASE
Human,EZ_40,2017-10-17,17:15:04,Exp,1,38,8,TopRight,BottomLeft,TopLeft,TopRight,BottomLeft,TopLeft,906,1443,864,1,1,1,1,0,BASE
Human,EZ_40,2017-10-17,17:15:10,Exp,1,39,18,BottomRight,TopLeft,TopRight,BottomRight,TopLeft,TopRight,806,961,673,1,1,1,1,0,BASE
Human,EZ_40,2017-10-17,17:15:32,Exp,1,40,17,BottomLeft,BottomRight,TopRight,BottomLeft,BottomRight,TopRight,4462,3288,2628,1,1,1,1,0,PROBE
Human,EZ_40,2017-10-17,17:15:43,Exp,1,41,11,TopRight,BottomRight,BottomLeft,TopRight,BottomRight,BottomLeft,1068,817,3779,1,1,1,1,0,PROBE
Human,EZ_40,2017-10-17,17:15:49,Exp,1,42,0,TopLeft,TopRight,BottomLeft,TopLeft,TopRight,BottomLeft,973,821,1045,1,1,1,1,0,PROBE
Human,EZ_40,2017-10-17,17:15:54,Exp,1,43,10,TopRight,BottomRight,TopLeft,TopRight,BottomRight,TopLeft,690,726,557,1,1,1,1,0,PROBE
Human,EZ_40,2017-10-17,17:15:59,Exp,1,44,4,TopLeft,BottomRight,TopRight,TopLeft,BottomRight,TopRight,685,676,762,1,1,1,1,0,BASE
Human,EZ_40,2017-10-17,17:16:05,Exp,1,45,5,TopLeft,BottomRight,BottomLeft,TopLeft,BottomRight,BottomLeft,799,761,1083,1,1,1,1,0,PROBE
Human,EZ_40,2017-10-17,17:16:12,Exp,1,46,12,BottomLeft,TopLeft,TopRight,BottomLeft,TopLeft,TopRight,1973,685,1016,1,1,1,1,0,BASE
Human,EZ_40,2017-10-17,17:16:17,Exp,1,47,7,TopRight,TopLeft,BottomRight,TopRight,TopLeft,BottomRight,923,746,784,1,1,1,1,0,PROBE
Human,EZ_40,2017-10-17,17:16:23,Exp,1,48,2,TopLeft,BottomLeft,TopRight,TopLeft,BottomLeft,TopRight,789,1177,906,1,1,1,1,0,PROBE
Human,EZ_40,2017-10-17,17:16:29,Exp,2,1,21,BottomRight,TopRight,BottomLeft,BottomRight,TopRight,BottomLeft,798,605,1412,1,1,1,1,0,PROBE
Human,EZ_40,2017-10-17,17:16:35,Exp,2,2,15,BottomLeft,TopRight,BottomRight,BottomLeft,TopRight,BottomRight,1395,628,967,1,1,1,1,0,PROBE
Human,EZ_40,2017-10-17,17:16:41,Exp,2,3,11,TopRight,BottomRight,BottomLeft,TopRight,BottomRight,BottomLeft,811,744,877,1,1,1,1,0,PROBE
Human,EZ_40,2017-10-17,17:16:46,Exp,2,4,12,BottomLeft,TopLeft,TopRight,BottomLeft,TopLeft,TopRight,1561,754,669,1,1,1,1,0,BASE
Human,EZ_40,2017-10-17,17:16:51,Exp,2,5,16,BottomLeft,BottomRight,TopLeft,BottomLeft,BottomRight,TopLeft,977,630,725,1,1,1,1,0,BASE
Human,EZ_40,2017-10-17,17:16:56,Exp,2,6,23,BottomRight,BottomLeft,TopRight,BottomRight,BottomLeft,TopRight,853,505,450,1,1,1,1,0,PROBE
Human,EZ_40,2017-10-17,17:17:02,Exp,2,7,8,TopRight,BottomLeft,TopLeft,TopRight,BottomLeft,TopLeft,514,1763,712,1,1,1,1,0,PROBE
Human,EZ_40,2017-10-17,17:17:08,Exp,2,8,22,BottomRight,BottomLeft,TopLeft,BottomRight,BottomLeft,TopLeft,1470,787,775,1,1,1,1,0,BASE
Human,EZ_40,2017-10-17,17:17:13,Exp,2,9,6,TopRight,TopLeft,BottomLeft,TopRight,TopLeft,BottomLeft,649,593,1035,1,1,1,1,0,PROBE
Human,EZ_40,2017-10-17,17:17:20,Exp,2,10,4,TopLeft,BottomRight,TopRight,TopLeft,BottomRight,TopRight,840,721,2037,1,1,1,1,0,BASE
Human,EZ_40,2017-10-17,17:17:26,Exp,2,11,17,BottomLeft,BottomRight,TopRight,BottomLeft,BottomRight,TopRight,1057,394,1250,1,1,1,1,0,BASE
Human,EZ_40,2017-10-17,17:17:31,Exp,2,12,0,TopLeft,TopRight,BottomLeft,TopLeft,TopRight,BottomLeft,919,731,744,1,1,1,1,0,PROBE
Human,EZ_40,2017-10-17,17:17:37,Exp,2,13,3,TopLeft,BottomLeft,BottomRight,TopLeft,BottomLeft,BottomRight,887,746,632,1,1,1,1,0,BASE
Human,EZ_40,2017-10-17,17:17:42,Exp,2,14,5,TopLeft,BottomRight,BottomLeft,TopLeft,BottomRight,BottomLeft,706,693,1275,1,1,1,1,0,BASE
Human,EZ_40,2017-10-17,17:17:49,Exp,2,15,14,BottomLeft,TopRight,TopLeft,BottomLeft,TopRight,TopLeft,1734,729,513,1,1,1,1,0,PROBE
Human,EZ_40,2017-10-17,17:17:54,Exp,2,16,20,BottomRight,TopRight,TopLeft,BottomRight,TopRight,TopLeft,1132,588,761,1,1,1,1,0,BASE
Human,EZ_40,2017-10-17,17:18:01,Exp,2,17,19,BottomRight,TopLeft,BottomLeft,BottomRight,TopLeft,BottomLeft,1446,901,1285,1,1,1,1,0,BASE
Human,EZ_40,2017-10-17,17:18:07,Exp,2,18,1,TopLeft,TopRight,BottomRight,TopLeft,TopRight,BottomRight,944,958,1157,1,1,1,1,0,BASE
Human,EZ_40,2017-10-17,17:18:13,Exp,2,19,2,TopLeft,BottomLeft,TopRight,TopLeft,BottomLeft,TopRight,744,762,1065,1,1,1,1,0,BASE
Human,EZ_40,2017-10-17,17:18:17,Exp,2,20,7,TopRight,TopLeft,BottomRight,TopRight,TopLeft,TopRight,767,405,392,1,1,0,0,0,PROBE
Human,EZ_40,2017-10-17,17:18:24,Exp,2,21,10,TopRight,BottomRight,TopLeft,TopRight,BottomRight,TopLeft,760,619,807,1,1,1,1,0,PROBE
Human,EZ_40,2017-10-17,17:18:29,Exp,2,22,18,BottomRight,TopLeft,TopRight,BottomRight,TopLeft,TopRight,930,771,573,1,1,1,1,0,PROBE
Human,EZ_40,2017-10-17,17:18:35,Exp,2,23,13,BottomLeft,TopLeft,BottomRight,BottomLeft,TopLeft,BottomRight,1536,684,664,1,1,1,1,0,BASE
Human,EZ_40,2017-10-17,17:18:42,Exp,2,24,9,TopRight,BottomLeft,BottomRight,TopRight,BottomLeft,BottomRight,2132,798,793,1,1,1,1,0,PROBE
Human,EZ_40,2017-10-17,17:18:47,Exp,2,25,18,BottomRight,TopLeft,TopRight,BottomRight,TopLeft,TopRight,888,702,492,1,1,1,1,0,BASE
Human,EZ_40,2017-10-17,17:18:52,Exp,2,26,19,BottomRight,TopLeft,BottomLeft,BottomRight,TopLeft,BottomLeft,830,695,912,1,1,1,1,0,BASE
Human,EZ_40,2017-10-17,17:18:58,Exp,2,27,21,BottomRight,TopRight,BottomLeft,BottomRight,TopRight,BottomLeft,979,755,683,1,1,1,1,0,BASE
Human,EZ_40,2017-10-17,17:19:03,Exp,2,28,12,BottomLeft,TopLeft,TopRight,BottomLeft,TopLeft,TopRight,982,658,871,1,1,1,1,0,PROBE
Human,EZ_40,2017-10-17,17:19:09,Exp,2,29,16,BottomLeft,BottomRight,TopLeft,BottomLeft,BottomRight,TopLeft,1361,645,564,1,1,1,1,0,PROBE
Human,EZ_40,2017-10-17,17:19:14,Exp,2,30,4,TopLeft,BottomRight,TopRight,TopLeft,BottomRight,TopRight,748,822,802,1,1,1,1,0,BASE
Human,EZ_40,2017-10-17,17:19:20,Exp,2,31,9,TopRight,BottomLeft,BottomRight,TopRight,BottomLeft,BottomRight,1078,732,743,1,1,1,1,0,BASE
Human,EZ_40,2017-10-17,17:19:25,Exp,2,32,1,TopLeft,TopRight,BottomRight,TopLeft,TopRight,BottomRight,687,894,777,1,1,1,1,0,BASE
Human,EZ_40,2017-10-17,17:19:30,Exp,2,33,2,TopLeft,BottomLeft,TopRight,TopLeft,BottomLeft,TopRight,856,672,667,1,1,1,1,0,PROBE
Human,EZ_40,2017-10-17,17:19:36,Exp,2,34,7,TopRight,TopLeft,BottomRight,TopRight,TopLeft,BottomRight,571,791,1359,1,1,1,1,0,BASE
Human,EZ_40,2017-10-17,17:19:41,Exp,2,35,5,TopLeft,BottomRight,BottomLeft,TopLeft,BottomRight,BottomLeft,537,688,815,1,1,1,1,0,BASE
Human,EZ_40,2017-10-17,17:19:47,Exp,2,36,13,BottomLeft,TopLeft,BottomRight,BottomLeft,TopLeft,BottomRight,1251,520,895,1,1,1,1,0,PROBE
Human,EZ_40,2017-10-17,17:19:53,Exp,2,37,6,TopRight,TopLeft,BottomLeft,TopRight,TopLeft,BottomLeft,820,1123,624,1,1,1,1,0,PROBE
Human,EZ_40,2017-10-17,17:19:59,Exp,2,38,17,BottomLeft,BottomRight,TopRight,BottomLeft,BottomRight,TopRight,738,429,1066,1,1,1,1,0,BASE
Human,EZ_40,2017-10-17,17:20:04,Exp,2,39,3,TopLeft,BottomLeft,BottomRight,TopLeft,BottomLeft,BottomRight,468,801,1257,1,1,1,1,0,BASE
Human,EZ_40,2017-10-17,17:20:10,Exp,2,40,14,BottomLeft,TopRight,TopLeft,BottomLeft,TopRight,TopLeft,1692,742,507,1,1,1,1,0,PROBE
Human,EZ_40,2017-10-17,17:20:16,Exp,2,41,20,BottomRight,TopRight,TopLeft,BottomRight,TopRight,TopLeft,1468,880,777,1,1,1,1,0,PROBE
Human,EZ_40,2017-10-17,17:20:21,Exp,2,42,10,TopRight,BottomRight,TopLeft,TopRight,BottomRight,TopLeft,677,770,579,1,1,1,1,0,BASE
Human,EZ_40,2017-10-17,17:20:26,Exp,2,43,15,BottomLeft,TopRight,BottomRight,BottomLeft,TopRight,BottomRight,1094,561,847,1,1,1,1,0,BASE
Human,EZ_40,2017-10-17,17:20:32,Exp,2,44,8,TopRight,BottomLeft,TopLeft,TopRight,BottomLeft,TopLeft,791,1015,640,1,1,1,1,0,PROBE
Human,EZ_40,2017-10-17,17:20:38,Exp,2,45,11,TopRight,BottomRight,BottomLeft,TopRight,BottomRight,BottomLeft,989,680,1026,1,1,1,1,0,PROBE
Human,EZ_40,2017-10-17,17:20:43,Exp,2,46,22,BottomRight,BottomLeft,TopLeft,BottomRight,BottomLeft,TopLeft,933,721,554,1,1,1,1,0,PROBE
Human,EZ_40,2017-10-17,17:20:48,Exp,2,47,0,TopLeft,TopRight,BottomLeft,TopLeft,TopRight,BottomLeft,727,396,796,1,1,1,1,0,PROBE
Human,EZ_40,2017-10-17,17:20:53,Exp,2,48,23,BottomRight,BottomLeft,TopRight,BottomRight,BottomLeft,TopRight,970,734,567,1,1,1,1,0,PROBE
Human,EZ_40,2017-10-17,17:20:58,Exp,3,1,22,BottomRight,BottomLeft,TopLeft,BottomRight,BottomLeft,TopLeft,1135,436,696,1,1,1,1,0,PROBE
Human,EZ_40,2017-10-17,17:21:04,Exp,3,2,6,TopRight,TopLeft,BottomLeft,TopRight,TopLeft,BottomLeft,869,808,887,1,1,1,1,0,BASE
Human,EZ_40,2017-10-17,17:21:09,Exp,3,3,2,TopLeft,BottomLeft,TopRight,TopLeft,BottomLeft,TopRight,874,898,557,1,1,1,1,0,PROBE
Human,EZ_40,2017-10-17,17:21:14,Exp,3,4,14,BottomLeft,TopRight,TopLeft,BottomLeft,TopRight,TopLeft,910,404,697,1,1,1,1,0,PROBE
Human,EZ_40,2017-10-17,17:21:19,Exp,3,5,0,TopLeft,TopRight,BottomLeft,TopLeft,TopRight,BottomLeft,914,582,847,1,1,1,1,0,BASE
Human,EZ_40,2017-10-17,17:21:25,Exp,3,6,21,BottomRight,TopRight,BottomLeft,BottomRight,TopRight,BottomLeft,1588,421,846,1,1,1,1,0,PROBE
Human,EZ_40,2017-10-17,17:21:31,Exp,3,7,12,BottomLeft,TopLeft,TopRight,BottomLeft,TopLeft,TopRight,927,803,676,1,1,1,1,0,BASE
Human,EZ_40,2017-10-17,17:21:36,Exp,3,8,19,BottomRight,TopLeft,BottomLeft,BottomRight,TopLeft,BottomLeft,989,596,720,1,1,1,1,0,BASE
Human,EZ_40,2017-10-17,17:21:41,Exp,3,9,7,TopRight,TopLeft,BottomRight,TopRight,TopLeft,BottomRight,726,604,748,1,1,1,1,0,BASE
Human,EZ_40,2017-10-17,17:21:48,Exp,3,10,9,TopRight,BottomLeft,BottomRight,TopRight,BottomLeft,BottomRight,2051,692,1161,1,1,1,1,0,PROBE
Human,EZ_40,2017-10-17,17:21:54,Exp,3,11,17,BottomLeft,BottomRight,TopRight,BottomLeft,BottomRight,TopRight,1131,559,808,1,1,1,1,0,BASE
Human,EZ_40,2017-10-17,17:22:00,Exp,3,12,8,TopRight,BottomLeft,TopLeft,TopRight,BottomLeft,TopLeft,1178,685,945,1,1,1,1,0,BASE
Human,EZ_40,2017-10-17,17:22:05,Exp,3,13,11,TopRight,BottomRight,BottomLeft,TopRight,BottomRight,BottomLeft,772,875,746,1,1,1,1,0,PROBE
Human,EZ_40,2017-10-17,17:22:11,Exp,3,14,18,BottomRight,TopLeft,TopRight,BottomRight,TopLeft,TopRight,1084,634,880,1,1,1,1,0,BASE
